Time,PosX,PosY,PosZ,VelX,VelY,VelZ,KineticEnergy
19,1.45837,-11.4951,-6.31095,3.41357,1.64921,3.66969,14.3767
19.05,1.6415,-11.4208,-6.13486,3.82199,1.37197,3.42066,14.5584
19.1,1.84353,-11.3612,-5.97169,4.17954,1.07027,3.15686,14.7593
19.15,2.06193,-11.3173,-5.82204,4.4868,0.748469,2.88264,14.9769
19.2,2.2942,-11.2899,-5.68632,4.74468,0.410385,2.60183,15.2086
19.25,2.53791,-11.2799,-5.56474,4.95434,0.0593477,2.31783,15.4521
19.3,2.7907,-11.2877,-5.45738,5.11706,-0.301708,2.0336,15.7049
19.35,3.05024,-11.3138,-5.36417,5.23412,-0.670167,1.75181,15.9647
19.4,3.3143,-11.3585,-5.28491,5.30679,-1.04366,1.47481,16.2293
19.45,3.5807,-11.422,-5.2193,5.33626,-1.41999,1.20478,16.4964
19.5,3.8473,-11.5043,-5.16694,5.32367,-1.79708,0.94374,16.7639
19.55,4.11204,-11.6054,-5.1273,5.27008,-2.17292,0.693609,17.0298
19.6,4.37289,-11.7253,-5.09979,5.17651,-2.54553,0.456275,17.292
19.65,4.62789,-11.8636,-5.08372,5.04395,-2.91287,0.233615,17.5485
19.7,4.87513,-12.0201,-5.07829,4.87343,-3.27287,0.0275369,17.7974
19.75,5.11272,-12.1943,-5.08262,4.66605,-3.62337,-0.160003,18.0368
19.8,5.33887,-12.3857,-5.09572,4.42302,-3.96209,-0.326986,18.2649
19.85,5.55184,-12.5936,-5.11649,4.14579,-4.28659,-0.471338,18.48
19.9,5.74996,-12.8172,-5.14375,3.83605,-4.59435,-0.590939,18.6803
19.95,5.93168,-13.0556,-5.17619,3.49587,-4.88266,-0.683657,18.8644
20,6.09553,-13.3079,-5.21241,3.12772,-5.14874,-0.747395,19.0306
20.05,6.24022,-13.5726,-5.25089,2.73461,-5.38971,-0.780153,19.1777
20.1,6.36459,-13.8486,-5.29003,2.3201,-5.60267,-0.780109,19.3046
20.15,6.4677,-14.1343,-5.32814,1.88837,-5.78479,-0.74571,19.4102
20.2,6.54884,-14.4282,-5.36347,1.44425,-5.9334,-0.675783,19.4938
20.25,6.60754,-14.7284,-5.39422,0.993198,-6.0461,-0.569639,19.555
20.3,6.64363,-15.0331,-5.41858,0.541253,-6.12089,-0.427186,19.5935
20.35,6.65726,-15.3404,-5.43473,0.0949297,-6.15634,-0.249031,19.6094
20.4,6.64893,-15.6482,-5.44094,-0.338927,-6.1517,-0.0365578,19.6032
20.45,6.61946,-15.9546,-5.43556,-0.753348,-6.10701,0.208019,19.5757
20.5,6.57003,-16.2576,-5.41705,-1.14148,-6.02322,0.481645,19.5281
20.55,6.50215,-16.5553,-5.3841,-1.49686,-5.9022,0.780458,19.4618
20.6,6.41764,-16.8458,-5.33557,-1.8137,-5.74677,1.09987,19.3786
20.65,6.31857,-17.1277,-5.27058,-2.08715,-5.56059,1.43472,19.2805
20.7,6.20723,-17.3995,-5.18853,-2.31356,-5.34806,1.77941,19.17
20.75,6.08604,-17.6599,-5.0891,-2.49062,-5.11416,2.12817,19.0493
20.8,5.9575,-17.9082,-4.97226,-2.61747,-4.8642,2.47525,18.9209
20.85,5.82411,-18.1436,-4.83826,-2.69478,-4.60361,2.81513,18.7875
20.9,5.68829,-18.3658,-4.68762,-2.72458,-4.33773,3.14281,18.6514
20.95,5.55233,-18.5747,-4.52107,-2.71019,-4.07156,3.4539,18.5149
21,5.41829,-18.7704,-4.33956,-2.65601,-3.80963,3.7448,18.3801
21.05,5.28803,-18.9532,-4.14419,-2.56724,-3.55584,4.0128,18.249
21.1,5.16309,-19.1237,-3.93615,-2.44962,-3.31341,4.25606,18.1231
21.15,5.04475,-19.2825,-3.71671,-2.3092,-3.08484,4.47365,18.0036
21.2,4.93394,-19.4302,-3.48718,-2.15207,-2.8719,4.66541,17.8917
21.25,4.83135,-19.5679,-3.24881,-1.98417,-2.67575,4.83195,17.7879
21.3,4.73732,-19.6962,-3.00284,-1.81112,-2.49694,4.97445,17.6927
21.35,4.65196,-19.8162,-2.75043,-1.6381,-2.33554,5.09455,17.6062
21.4,4.57513,-19.9286,-2.49264,-1.4698,-2.19119,5.19423,17.5283
21.45,4.50647,-20.0342,-2.23041,-1.31035,-2.06325,5.27567,17.4586
21.5,4.44542,-20.1339,-1.96461,-1.16336,-1.95081,5.34112,17.3966
21.55,4.39126,-20.2285,-1.69595,-1.03192,-1.85279,5.39282,17.3416
21.6,4.34314,-20.3185,-1.42507,-0.918667,-1.76801,5.43284,17.2927
21.65,4.30008,-20.4047,-1.15248,-0.825786,-1.69518,5.4631,17.2491
21.7,4.261,-20.4876,-0.878633,-0.755116,-1.63299,5.48521,17.2095
21.75,4.22475,-20.5676,-0.603889,-0.708174,-1.58005,5.5005,17.1729
21.8,4.19011,-20.6452,-0.32856,-0.68621,-1.53497,5.5099,17.138
21.85,4.15578,-20.7208,-0.0529217,-0.690233,-1.49632,5.51398,17.1036
21.9,4.12045,-20.7946,0.222765,-0.721043,-1.4626,5.51288,17.0683
21.95,4.08277,-20.8668,0.498236,-0.77923,-1.43227,5.50634,17.0308
22,4.04134,-20.9375,0.773198,-0.865167,-1.4037,5.49362,16.9897
22.05,3.99478,-21.0069,1.04731,-0.978986,-1.37514,5.47357,16.9435
22.1,3.94169,-21.0747,1.32016,-1.12053,-1.34473,5.4446,16.891
22.15,3.88071,-21.1409,1.59124,-1.28929,-1.31046,5.40474,16.8306
22.2,3.81049,-21.2053,1.85994,-1.48434,-1.27016,5.35161,16.7612
22.25,3.72978,-21.2674,2.12552,-1.70421,-1.22151,5.28253,16.6813
22.3,3.63737,-21.3267,2.38709,-1.94685,-1.16204,5.1946,16.5898
22.35,3.53223,-21.3827,2.64362,-2.20946,-1.08918,5.08475,16.4856
22.4,3.41344,-21.4345,2.89392,-2.48845,-1.00027,4.94992,16.3678
22.45,3.28033,-21.4814,3.13665,-2.77931,-0.892726,4.7872,16.2357
22.5,3.13246,-21.5223,3.37034,-3.07664,-0.764085,4.594,16.0889
22.55,2.96969,-21.556,3.5934,-3.37409,-0.61218,4.36827,15.9271
22.6,2.79223,-21.5814,3.80416,-3.66446,-0.435304,4.10869,15.7505
22.65,2.60067,-21.5972,4.00092,-3.93984,-0.232386,3.81488,15.5597
22.7,2.39601,-21.6021,4.18198,-4.19181,-0.00317901,3.48758,15.3556
22.75,2.17967,-21.5947,4.34571,-4.41178,0.251592,3.12878,15.1396
22.8,1.95352,-21.5738,4.49064,-4.59133,0.530106,2.74178,14.9136
22.85,1.7198,-21.5384,4.6155,-4.72267,0.829404,2.33119,14.6798
22.9,1.48115,-21.4875,4.71927,-4.79899,1.14541,1.90283,14.4408
22.95,1.24047,-21.4205,4.80126,-4.81496,1.47306,1.46349,14.1994
23,1.0009,-21.3368,4.86115,-4.76701,1.80651,1.02073,13.9588
23.05,0.765692,-21.2365,4.899,-4.65354,2.13938,0.582443,13.7222
23.1,0.538112,-21.1197,4.91528,-4.47507,2.46515,0.15657,13.493
23.15,0.321344,-20.987,4.91084,-4.23415,2.77742,-0.249335,13.2743
23.2,0.118384,-20.8393,4.88688,-3.93519,3.07026,-0.628414,13.0692
23.25,-0.068038,-20.6776,4.84493,-3.58413,3.33846,-0.974792,12.8804
23.3,-0.235528,-20.5034,4.78676,-3.1881,3.57774,-1.28377,12.7103
23.35,-0.382071,-20.3181,4.71436,-2.75497,3.78483,-1.55195,12.5611
23.4,-0.506059,-20.1236,4.62983,-2.29297,3.9575,-1.7772,12.4344
23.45,-0.606293,-19.9215,4.53535,-1.81026,4.09453,-1.95867,12.3314
23.5,-0.681974,-19.7135,4.4331,-1.31464,4.19557,-2.09658,12.253
23.55,-0.732676,-19.5017,4.32524,-0.813324,4.26103,-2.19213,12.1996
23.6,-0.75831,-19.2876,4.21383,-0.312763,4.29192,-2.24728,12.1714
23.65,-0.759086,-19.0729,4.1008,0.181446,4.28968,-2.26452,12.1681
23.7,-0.735468,-18.8593,3.98797,0.664567,4.25605,-2.24675,12.1894
23.75,-0.688128,-18.6483,3.877,1.13271,4.19295,-2.19707,12.2346
23.8,-0.617914,-18.4412,3.76939,1.58275,4.10235,-2.11865,12.3028
23.85,-0.525805,-18.2395,3.66649,2.01225,3.98624,-2.01458,12.393
23.9,-0.412886,-18.0443,3.56947,2.41937,3.84654,-1.88785,12.5043
23.95,-0.280321,-17.8567,3.47941,2.80271,3.6851,-1.74122,12.6353
24,-0.129327,-17.6778,3.3972,3.16129,3.50364,-1.57723,12.785
24.05,0.038833,-17.5086,3.32366,3.49438,3.30377,-1.39812,12.9521
24.1,0.22287,-17.3498,3.25947,3.80149,3.08698,-1.20589,13.1352
24.15,0.421472,-17.2024,3.20524,4.08222,2.85465,-1.00225,13.333
24.2,0.633312,-17.067,3.1615,4.33625,2.60807,-0.78867,13.5443
24.25,0.857044,-16.9443,3.1287,4.56329,2.34843,-0.566392,13.7676
24.3,1.09131,-16.835,3.10725,4.76301,2.07684,-0.336456,14.0017
24.35,1.33473,-16.7396,3.0975,4.93501,1.79436,-0.0997428,14.245
24.4,1.58591,-16.6586,3.09978,5.0788,1.50197,0.142994,14.4963
24.45,1.84342,-16.5925,3.11435,5.19377,1.20064,0.391083,14.7541
24.5,2.10579,-16.5418,3.14147,5.27918,0.891273,0.643892,15.0169
24.55,2.37152,-16.5067,3.18135,5.3341,0.574776,0.900777,15.2832
24.6,2.63905,-16.4876,3.23419,5.35746,0.252039,1.16103,15.5515
24.65,2.90678,-16.4848,3.30012,5.348,-0.076032,1.42382,15.8202
24.7,3.173,-16.4986,3.37923,5.30426,-0.4085,1.68813,16.0875
24.75,3.43597,-16.529,3.47158,5.22459,-0.744366,1.9527,16.3517
24.8,3.69384,-16.5764,3.57712,5.10718,-1.08253,2.21595,16.6111
24.85,3.94464,-16.6407,3.69573,4.95004,-1.42176,2.4759,16.8635
24.9,4.18635,-16.722,3.82718,4.75109,-1.76059,2.73007,17.107
24.95,4.4168,-16.8201,3.97109,4.50819,-2.09733,2.97546,17.3394
25,4.63373,-16.935,4.12691,4.21923,-2.42988,3.20842,17.5585
25.05,4.83477,-17.0663,4.29389,3.88228,-2.75572,3.42461,17.7619
25.1,5.01749,-17.2136,4.47105,3.49576,-3.07175,3.61895,17.9472
25.15,5.17937,-17.3763,4.65712,3.05865,-3.37422,3.78561,18.1118
25.2,5.31787,-17.5536,4.85053,2.57081,-3.6586,3.91802,18.2532
25.25,5.43048,-17.7445,5.04934,2.03328,-3.91955,4.00902,18.3688
25.3,5.51479,-17.9476,5.25126,1.44869,-4.15089,4.05096,18.4564
25.35,5.56857,-18.1611,5.4536,0.821649,-4.34565,4.03604,18.5135
25.4,5.5899,-18.3831,5.6533,0.159176,-4.49628,3.95669,18.5382
25.45,5.57729,-18.6111,5.84691,-0.528985,-4.59496,3.80604,18.529
25.5,5.52983,-18.8423,6.0307,-1.23016,-4.63407,3.57857,18.4849
25.55,5.44732,-19.0734,6.20072,-1.92873,-4.60683,3.27073,18.4056
25.6,5.33043,-19.3011,6.35291,-2.60648,-4.50801,2.88169,18.2917
25.65,5.1808,-19.5216,6.48326,-3.24323,-4.33478,2.41386,18.1448
25.7,5.00111,-19.7312,6.58802,-3.81785,-4.08737,1.87336,17.9674
25.75,4.79509,-19.9263,6.66381,-4.30966,-3.76962,1.27017,17.7632
25.8,4.56746,-20.1036,6.70792,-4.69996,-3.38921,0.617873,17.5368
25.85,4.32376,-20.2603,6.71836,-4.9736,-2.95739,-0.0668722,17.2936
25.9,4.07016,-20.3942,6.69408,-5.12039,-2.48836,-0.765339,17.0399
25.95,3.81314,-20.504,6.63497,-5.13598,-1.99826,-1.45792,16.7821
26,3.55925,-20.589,6.54192,-5.02227,-1.50389,-2.12547,16.5268
26.05,3.31473,-20.6497,6.41669,-4.78708,-1.02141,-2.75059,16.2803
26.1,3.08529,-20.6869,6.26186,-4.44331,-0.565194,-3.31868,16.0484
26.15,2.87586,-20.7025,6.08064,-4.00761,-0.146992,-3.81869,15.8361
26.2,2.69049,-20.6985,5.87665,-3.4989,0.224558,-4.24348,15.6476
26.25,2.53223,-20.6775,5.65377,-2.93685,0.543997,-4.58976,15.486
26.3,2.40318,-20.6421,5.41593,-2.34055,0.808816,-4.85778,15.3535
26.35,2.30451,-20.5951,5.16696,-1.72749,1.01899,-5.05076,15.2514
26.4,2.23659,-20.5393,4.91046,-1.11288,1.17643,-5.1742,15.1802
26.45,2.19912,-20.477,4.64968,-0.509312,1.28436,-5.23519,15.1396
26.5,2.19123,-20.4107,4.38753,0.0733098,1.34685,-5.24174,15.1287
26.55,2.21165,-20.3426,4.12646,0.627628,1.36832,-5.20224,15.1464
26.6,2.2588,-20.2745,3.86853,1.14856,1.35324,-5.125,15.1911
26.65,2.33091,-20.2081,3.61539,1.63292,1.30593,-5.01793,15.2611
26.7,2.4261,-20.145,3.3683,2.07911,1.23036,-4.88831,15.3543
26.75,2.54244,-20.0864,3.1282,2.48671,1.13016,-4.74269,15.469
26.8,2.67801,-20.0335,2.89571,2.8562,1.00853,-4.58682,15.6032
26.85,2.83094,-19.9872,2.6712,3.18865,0.868286,-4.42565,15.7549
26.9,2.99941,-19.9484,2.45478,3.48555,0.711904,-4.26337,15.9225
26.95,3.18172,-19.9179,2.24643,3.74862,0.541534,-4.10347,16.1041
27,3.3762,-19.8962,2.04592,3.97963,0.359057,-3.9488,16.298
27.05,3.58132,-19.884,1.85293,4.1804,0.166127,-3.80166,16.5028
27.1,3.79562,-19.8817,1.66702,4.35263,-0.0357954,-3.66387,16.717
27.15,4.01772,-19.8898,1.48768,4.49793,-0.245406,-3.53682,16.9391
27.2,4.24631,-19.9085,1.31435,4.61775,-0.461533,-3.42156,17.1678
27.25,4.48016,-19.9382,1.14641,4.71337,-0.683111,-3.31882,17.4019
27.3,4.71809,-19.9791,0.983209,4.78592,-0.909167,-3.22908,17.6403
27.35,4.95899,-20.0315,0.824102,4.83634,-1.1388,-3.15262,17.8817
27.4,5.20176,-20.0954,0.668418,4.86542,-1.37118,-3.08951,18.1252
27.45,5.44536,-20.1709,0.51549,4.87375,-1.60552,-3.03966,18.3695
27.5,5.68877,-20.2583,0.364664,4.8618,-1.84109,-3.00283,18.6138
27.55,5.93098,-20.3574,0.215297,4.82985,-2.0772,-2.97864,18.857
27.6,6.171,-20.4684,0.0667744,4.77807,-2.31319,-2.96658,19.098
27.65,6.40784,-20.5911,-0.0814925,4.70644,-2.54843,-2.96599,19.336
27.7,6.64049,-20.7255,-0.230054,4.61484,-2.78231,-2.97608,19.5699
27.75,6.86796,-20.8716,-0.379415,4.50301,-3.01424,-2.99589,19.7987
27.8,7.08922,-21.0292,-0.530031,4.37054,-3.24361,-3.02433,20.0213
27.85,7.30323,-21.1982,-0.682293,4.21695,-3.46984,-3.06007,20.2368
27.9,7.5089,-21.3784,-0.836522,4.04162,-3.6923,-3.10161,20.444
27.95,7.70514,-21.5696,-0.992958,3.84388,-3.91032,-3.1472,20.6419
28,7.8908,-21.7715,-1.15174,3.62299,-4.12318,-3.19485,20.8293
28.05,8.06471,-21.9839,-1.31291,3.37821,-4.33006,-3.24227,21.005
28.1,8.22563,-22.2064,-1.47638,3.10881,-4.53001,-3.28687,21.1678
28.15,8.37234,-22.4387,-1.64192,2.81419,-4.72196,-3.32575,21.3165
28.2,8.50354,-22.6803,-1.80915,2.4939,-4.90462,-3.35565,21.4497
28.25,8.61796,-22.9307,-1.97751,2.14777,-5.07649,-3.37301,21.5663
28.3,8.71429,-23.1894,-2.14626,1.77602,-5.23581,-3.37396,21.6648
28.35,8.79129,-23.4556,-2.31446,1.37937,-5.38057,-3.35437,21.744
28.4,8.84775,-23.7285,-2.48096,0.959207,-5.50845,-3.30994,21.8028
28.45,8.88254,-24.0073,-2.64437,0.517725,-5.61684,-3.23631,21.8399
28.5,8.8947,-24.2908,-2.80312,0.0580531,-5.70294,-3.12921,21.8544
28.55,8.88344,-24.5779,-2.9554,-0.415618,-5.76373,-2.98466,21.8455
28.6,8.84821,-24.8672,-3.09924,-0.897956,-5.79619,-2.79921,21.8126
28.65,8.78877,-25.1571,-3.2325,-1.38247,-5.79739,-2.57021,21.7554
28.7,8.70524,-25.4462,-3.35297,-1.8616,-5.7647,-2.29609,21.6739
28.75,8.59813,-25.7325,-3.45837,-2.32683,-5.69603,-1.97659,21.5688
28.8,8.46841,-26.0143,-3.54647,-2.76905,-5.59004,-1.61304,21.4409
28.85,8.31751,-26.2896,-3.61514,-3.17889,-5.44638,-1.20847,21.2915
28.9,8.14734,-26.5567,-3.66247,-3.54725,-5.26588,-0.767683,21.1227
28.95,7.9602,-26.8136,-3.68684,-3.8658,-5.05061,-0.297142,20.9365
29,7.75882,-27.0589,-3.687,-4.12759,-4.80391,0.195233,20.7358
29.05,7.54619,-27.291,-3.66211,-4.32752,-4.53028,0.700437,20.5234
29.1,7.32549,-27.5087,-3.61183,-4.46275,-4.23516,1.20885,20.3027
29.15,7.09999,-27.7112,-3.53629,-4.53289,-3.92464,1.71076,20.0768
29.2,6.87289,-27.8979,-3.43608,-4.54007,-3.6051,2.19694,19.849
29.25,6.6472,-28.0684,-3.31226,-4.48873,-3.28283,2.6591,19.6223
29.3,6.42567,-28.223,-3.16623,-4.38536,-2.96372,3.09033,19.3995
29.35,6.21067,-28.3618,-2.99971,-4.23796,-2.65296,3.48533,19.1831
29.4,6.00412,-28.4855,-2.81463,-4.05554,-2.35485,3.84061,18.9749
29.45,5.8075,-28.5947,-2.61302,-3.8476,-2.07274,4.15435,18.7766
29.5,5.6218,-28.6903,-2.39697,-3.62364,-1.80895,4.42639,18.5892
29.55,5.44753,-28.7734,-2.16855,-3.39271,-1.56487,4.65789,18.4132
29.6,5.2848,-28.8448,-1.92971,-3.16313,-1.34105,4.85108,18.2488
29.65,5.13332,-28.9057,-1.68229,-2.94232,-1.13733,5.00895,18.0957
29.7,4.99245,-28.9569,-1.42794,-2.73662,-0.952953,5.13493,17.9533
29.75,4.86127,-28.9995,-1.16816,-2.55134,-0.786728,5.23257,17.8208
29.8,4.73862,-29.0343,-0.904252,-2.39077,-0.637126,5.30533,17.6969
29.85,4.62318,-29.0621,-0.637374,-2.25825,-0.502373,5.35636,17.5804
29.9,4.51345,-29.0835,-0.368525,-2.15626,-0.38053,5.38834,17.4698
29.95,4.40786,-29.0991,-0.098593,-2.08655,-0.269534,5.40336,17.3635
30,4.30476,-29.1095,0.17162,-2.05014,-0.167236,5.40286,17.2599
30.05,4.20247,-29.115,0.441363,-2.04748,-0.0714155,5.38758,17.1573
30.1,4.0993,-29.1158,0.7099,-2.07838,0.0202079,5.35752,17.0539
30.15,3.9936,-29.1121,0.976476,-2.14207,0.109975,5.31204,16.9482
30.2,3.88376,-29.1039,1.24028,-2.23717,0.20028,5.24984,16.8384
30.25,3.76828,-29.0911,1.50043,-2.36162,0.293568,5.16907,16.7232
30.3,3.64577,-29.0735,1.75592,-2.51262,0.392308,5.06745,16.6011
30.35,3.51501,-29.0507,2.00564,-2.68655,0.498964,4.9424,16.4707
30.4,3.37497,-29.0223,2.24834,-2.87891,0.615937,4.79126,16.3312
30.45,3.22491,-28.9877,2.48263,-3.08427,0.745486,4.61147,16.1817
30.5,3.06434,-28.9461,2.70701,-3.29631,0.889626,4.40081,16.0216
30.55,2.89317,-28.8969,2.91989,-3.50779,1.05,4.15772,15.851
30.6,2.71164,-28.8391,3.11962,-3.71076,1.22775,3.88149,15.6698
30.65,2.52044,-28.7719,3.30455,-3.89674,1.42335,3.57252,15.4789
30.7,2.32067,-28.6945,3.4731,-4.05703,1.63649,3.23253,15.2793
30.75,2.11388,-28.6058,3.62379,-4.18308,1.866,2.86465,15.0725
30.8,1.90203,-28.5052,3.75537,-4.26691,2.10974,2.47346,14.8604
30.85,1.68744,-28.3921,3.86684,-4.30157,2.36466,2.06491,14.6452
30.9,1.47273,-28.2661,3.95755,-4.28155,2.62687,1.64606,14.4297
30.95,1.26077,-28.1268,4.02721,-4.20312,2.89181,1.22485,14.2167
31,1.05453,-27.9743,4.07596,-4.06458,3.15448,0.80967,14.009
31.05,0.85701,-27.8089,4.10434,-3.86631,3.40966,0.408926,13.8099
31.1,0.671139,-27.631,4.11334,-3.61079,3.65227,0.0306344,13.6221
31.15,0.499653,-27.4416,4.10428,-3.30231,3.87754,-0.317981,13.4485
31.2,0.34503,-27.2415,4.07884,-2.94671,4.08127,-0.630799,13.2916
31.25,0.209421,-27.032,4.03896,-2.55096,4.26001,-0.903013,13.1536
31.3,0.0946064,-26.8143,3.98678,-2.12273,4.41108,-1.13124,13.0362
31.35,0.00197053,-26.59,3.92457,-1.66997,4.53264,-1.31349,12.941
31.4,-0.0674965,-26.3605,3.85464,-1.20054,4.62365,-1.44913,12.869
31.45,-0.113187,-26.1274,3.77931,-0.721916,4.68373,-1.53865,12.8207
31.5,-0.134851,-25.8922,3.70086,-0.240941,4.71313,-1.58352,12.7966
31.55,-0.132555,-25.6565,3.62145,0.236279,4.71254,-1.58592,12.7965
31.6,-0.10665,-25.4216,3.54312,0.704455,4.68301,-1.54853,12.8201
31.65,-0.0577255,-25.1891,3.46778,1.1591,4.62582,-1.47434,12.8669
31.7,0.0134268,-24.9602,3.39717,1.59649,4.54241,-1.36644,12.9361
31.75,0.10585,-24.7362,3.33289,2.01355,4.43428,-1.22788,13.0267
31.8,0.21845,-24.5183,3.27638,2.40779,4.30296,-1.06159,13.1377
31.85,0.350023,-24.3077,3.22894,2.77714,4.14995,-0.870229,13.2679
31.9,0.499272,-24.1053,3.19177,3.11986,3.97673,-0.656215,13.4159
31.95,0.664817,-23.9122,3.16592,3.43444,3.7847,-0.421652,13.5804
32,0.845211,-23.7292,3.15236,3.71947,3.57519,-0.16835,13.76
32.05,1.03893,-23.5571,3.15199,3.97354,3.34951,0.102153,13.9531
32.1,1.24439,-23.3968,3.16563,4.1952,3.10886,0.388551,14.1581
32.15,1.45992,-23.2489,3.19404,4.38283,2.85442,0.689713,14.3734
32.2,1.68376,-23.1142,3.23791,4.53458,2.58734,1.00461,14.5972
32.25,1.91406,-22.9931,3.29793,4.64836,2.30872,1.33222,14.8277
32.3,2.14885,-22.8863,3.37467,4.72174,2.01969,1.67144,15.0629
32.35,2.38602,-22.7942,3.46869,4.75193,1.72138,2.02095,15.3007
32.4,2.62332,-22.7173,3.58045,4.73575,1.41502,2.37904,15.5389
32.45,2.85833,-22.656,3.71031,4.66963,1.10193,2.74352,15.775
32.5,3.08844,-22.6104,3.85852,4.54966,0.783663,3.11148,16.0065
32.55,3.31082,-22.5808,4.02513,4.37162,0.462043,3.47908,16.2305
32.6,3.52245,-22.5674,4.20999,4.13114,0.139335,3.8414,16.444
32.65,3.72006,-22.5701,4.41264,3.82387,-0.181605,4.19214,16.6438
32.7,3.90021,-22.5887,4.63229,3.4458,-0.497131,4.52349,16.8264
32.75,4.05923,-22.6228,4.86767,2.9937,-0.802586,4.82593,16.9883
32.8,4.19338,-22.6716,5.11702,2.46565,-1.09207,5.08819,17.1255
32.85,4.29885,-22.7343,5.37794,1.86181,-1.35824,5.2973,17.2343
32.9,4.37192,-22.8094,5.64736,1.18525,-1.59217,5.43886,17.311
32.95,4.40916,-22.895,5.92142,0.442942,-1.78339,5.49763,17.3521
33,4.40761,-22.9885,6.19555,-0.35327,-1.92017,5.45834,17.3546
33.05,4.36507,-23.0869,6.4644,-1.18582,-1.99012,5.30698,17.3161
33.1,4.28042,-23.1864,6.72202,-2.03096,-1.9812,5.03235,17.2354
33.15,4.1539,-23.2829,6.96203,-2.8589,-1.88314,4.62788,17.1126
33.2,3.98739,-23.3717,7.1779,-3.63482,-1.68914,4.09337,16.9494
33.25,3.78463,-23.4478,7.36332,-4.32091,-1.39761,3.43656,16.7494
33.3,3.55125,-23.5065,7.51265,-4.87938,-1.01364,2.67389,16.5181
33.35,3.29467,-23.5435,7.6213,-5.27623,-0.549656,1.83036,16.2627
33.4,3.0238,-23.5555,7.68618,-5.48506,-0.0251195,0.93819,15.9919
33.45,2.74856,-23.54,7.70594,-5.49042,0.534963,0.034405,15.7158
33.5,2.47924,-23.4962,7.68118,-5.28977,1.10251,-0.842419,15.4446
33.55,2.22589,-23.4245,7.61434,-4.89382,1.64931,-1.65563,15.1884
33.6,1.99763,-23.3268,7.50958,-4.32498,2.14993,-2.37364,14.9566
33.65,1.8022,-23.206,7.37242,-3.61448,2.58389,-2.97226,14.7569
33.7,1.6456,-23.0659,7.20934,-2.79865,2.93694,-3.43585,14.5957
33.75,1.53198,-22.9107,7.02733,-1.91527,3.20122,-3.75736,14.4773
33.8,1.4636,-22.7451,6.83351,-1.00031,3.37463,-3.93742,14.4041
33.85,1.44108,-22.5735,6.63475,-0.0857363,3.45964,-3.98283,14.3769
33.9,1.46358,-22.4001,6.43749,0.801762,3.4619,-3.90473,14.395
33.95,1.52908,-22.2289,6.24748,1.64116,3.38893,-3.7169,14.4565
34,1.63468,-22.0634,6.06976,2.41679,3.24903,-3.43426,14.5586
34.05,1.77686,-21.9067,5.90864,3.11759,3.05055,-3.07171,14.6977
34.1,1.95164,-21.7615,5.76766,3.73622,2.80132,-2.64337,14.87
34.15,2.15476,-21.63,5.64975,4.26807,2.50847,-2.16211,15.0711
34.2,2.3818,-21.5144,5.55718,4.71039,2.1783,-1.63942,15.2967
34.25,2.62822,-21.4162,5.49172,5.06149,1.8163,-1.08542,15.5421
34.3,2.88942,-21.337,5.45466,5.32017,1.42734,-0.509124,15.8029
34.35,3.16076,-21.2779,5.44688,5.48524,1.01575,0.0812716,16.0743
34.4,3.43751,-21.2399,5.46883,5.55524,0.585537,0.677996,16.3516
34.45,3.71485,-21.2239,5.52061,5.52823,0.140642,1.27326,16.63
34.5,3.98787,-21.2305,5.6019,5.40182,-0.314853,1.8588,16.9046
34.55,4.25152,-21.2601,5.71193,5.17329,-0.776408,2.42542,17.1702
34.6,4.50061,-21.3128,5.84946,4.83987,-1.2387,2.96257,17.4218
34.65,4.72982,-21.3885,6.01264,4.39928,-1.69524,3.45798,17.654
34.7,4.93375,-21.4866,6.19898,3.85042,-2.13798,3.89743,17.8614
34.75,5.10701,-21.6062,6.40519,3.19434,-2.55697,4.26471,18.0385
34.8,5.24436,-21.7457,6.62714,2.43545,-2.94005,4.54187,18.1801
34.85,5.3409,-21.9029,6.85975,1.58291,-3.2728,4.70987,18.2812
34.9,5.3924,-22.0748,7.09699,0.652051,-3.53888,4.74973,18.3376
34.95,5.39557,-22.2576,7.33192,-0.334311,-3.72081,4.64418,18.3457
35,5.34856,-22.4465,7.55686,-1.34513,-3.8014,4.37984,18.3036
35.05,5.25127,-22.636,7.76361,-2.34123,-3.76589,3.94973,18.211
35.1,5.1058,-22.82,7.94392,-3.27681,-3.60441,3.35573,18.0697
35.15,4.91666,-22.992,8.08991,-4.10234,-3.31462,2.61051,17.8841
35.2,4.69081,-23.1459,8.19472,-4.76915,-2.90368,1.73847,17.6609
35.25,4.43751,-23.276,8.25302,-5.23473,-2.3891,0.775029,17.4091
35.3,4.1678,-23.3779,8.26154,-5.4682,-1.79785,-0.235738,17.1396
35.35,3.8938,-23.4489,8.21937,-5.45455,-1.16377,-1.24504,16.8647
35.4,3.62786,-23.4878,8.12805,-5.19663,-0.523662,-2.20416,16.5965
35.45,3.38166,-23.4955,7.99144,-4.71449,0.0870408,-3.06928,16.3471
35.5,3.16542,-23.4743,7.81532,-4.04227,0.63807,-3.80536,16.1268
35.55,2.98738,-23.428,7.60691,-3.22333,1.10686,-4.38851,15.9441
35.6,2.85346,-23.3611,7.37427,-2.30489,1.47948,-4.80661,15.8051
35.65,2.76725,-23.2786,7.12573,-1.33315,1.75018,-5.05841,15.7137
35.7,2.73012,-23.1856,6.86941,-0.349602,1.9199,-5.15151,15.6715
